park,agency,park_zip,park_lat,park_lon,qpartysize25,qpartysize50,qpartysize75,qleadt25,qleadt50,qleadt75,qdur25,qdur50,qdur75,qdist25,qdist50,qdist75,res_count,sum_dur,sum_persnight
TROUT CREEK GUARD STATION,USFS,   NaN,40.7547222,-109.6741667,2,4,4,21.2,64,146.5,2,2,3,134.5,191,219.3,191,537,1847
TROUT LAKE CABIN,USFS,   NaN,60.5505556,-149.8925,2,4,6,18.3,106,177,1,1,2,61.3,69.2,79.3,1171,1775,7521
TRUMBULL LAKE,USFS,86339,38.0505556,-119.2572222,2,4,6,34,98,160,1,3,4,256.5,437.5,509.2,3501,11028,50136
TUB RUN,USACE,   NaN,39.7708333,-79.4019444,2,4,6,0,3,25,2,2,3,35,58.2,84,7391,21151,89094
TUCANNON GUARD STATION,USFS,   NaN,46.25,-117.6166667,2,4,4,9.3,29,76,2,2,3,130,145.8,372.3,127,303,939
TUCKER HOLLOW PARK,USACE,   NaN,36.4761111,-93.0069444,2,3,5,0,0,5,2,3,5,24.8,24.8,59.1,1814,7278,25139
TUFF CAMPGROUND,USFS,   NaN,37.5625,-118.6641667,2,4,6,22,79,170,3,3,5,355.2,393,425.6,2871,10904,42667
TULE,USACE,   NaN,36.0802778,-118.9022222,2,5,8,0,0,15,1,2,3,27.5,79.1,236,12003,26713,129696
TULLY LAKE RECREATION AREA (MA),USACE,   NaN,42.6441194,-72.2163889,30,40,50,30,45,52,NaN,NaN,NaN,6.9,9.6,59.6,18,0,0
TUMWATER GROUP SITE,USFS,   NaN,47.6780556,-120.7308333,27.5,40,65,71.5,192,332,2,2,3,107.6,117.4,125.6,193,432,19002
TUNNEL MILLS II,USFS,   NaN,39.2527778,-120.6516667,15,25,30,35.8,87,126.5,2,2,3,91.2,160.6,227,205,561,12526
TUOLUMNE MEADOWS,NPS,95389,37.8711111,-119.36,2,4,6,8,52,132,1,2,3,244.8,280,503.6,45986,108503,506445
TURKEY CREEK,USACE,   NaN,34.2150278,-95.1252222,2,4,52,0,7,18.3,2,3,4,26.7,67.2,185.4,81,241,720
TURKEY POINT,USACE,   NaN,38.4986167,-95.7897472,2,4,6,2,14,84.5,2,2,3,32.8,43,80.7,6684,19656,102172
TURKEY RUN RIDGE GROUP,NPS,   NaN,38.5819444,-77.3733333,20,25,35,22,80,171,1,1,2,11.6,24.8,38.6,1207,1623,41787
TURNER LAKE EAST CABIN,USFS,   NaN,58.3136111,-133.7055556,2,4,4.3,15.5,41,106.5,1,2,3,28.6,28.6,41.9,73,170,621
TURNER LAKE WEST CABIN,USFS,   NaN,58.3123889,-133.9568611,2,3,5,22,78.5,137,1,2,3,15,26.4,2183.4,254,573,2047
TURNEY GULCH GROUP,USFS,86313,34.1738889,-112.285,16.2,25,50,7.8,29,55.8,1,2,2,64.4,73.1,102.4,59,108,3447
TUSHAR LAKESIDE CAMPGROUND,USFS,   NaN,38.2377778,-112.4689389,5,8,48,17,53,177.5,2,3,3,134.1,264.8,332.7,136,365,10427
TUTTLE CREEK COVE,USACE,   NaN,39.2771389,-96.630875,1,2,4,0,2,19,1,2,3,28.8,101.6,197.1,7011,19993,55578
TUTTLETOWN RECREATION AREA,BOR,95370,37.9838889,-120.5080556,1,4,7,0,5,23,1,2,3,10.4,91.5,143.1,17475,37151,177699
TWELVE MILE,USACE,30643,34.7044444,-82.8344444,25,36,36,9,22,52,NaN,NaN,NaN,3.1,15.2,37.3,297,0,0
TWELVE MILE FLAT,USFS,   NaN,39.1230556,-111.4869444,5,6,30,16,52,150,2,3,4,47.4,156,185.9,266,922,15772
TWELVEMILE CABIN,USFS,   NaN,55.3663889,-132.7258333,2,3,5,4,22,72.8,1,2,3,19.4,63.7,1188,427,1206,4470
TWILTLEY BRANCH,USACE,   NaN,32.4958333,-88.8097222,1,2,4,0,0,16,2,3,4,16.9,34.4,104.4,15421,57440,187056
TWIN BRIDGES GROUP SHELTER,USACE,76708,31.5352528,-97.2468167,75,150,201,26,54,115,NaN,NaN,NaN,5.6,10.2,15.9,394,0,0
TWIN CREEKS PICNIC,USFS,   NaN,38.5491667,-111.7219444,36.2,60,93.7,35.2,107,224.8,1,1.5,2,19.2,124.5,236.5,187,40,2737
TWIN CREEKS PICNIC PAVILION,NPS,   NaN,35.6863889,-83.5019444,35,50,75,40,92,165,1,1,1,14.5,48.8,272.1,585,11,651
TWIN DIKES,USACE,75951,31.0725,-94.0594444,2,3,6,0,3,22,1,2,3,72.7,106,167.4,9198,27639,115120
TWIN KNOBS CAMPGROUND,USFS,   NaN,38.0947222,-83.5169444,4,6,7,20,59,153,2,3,4,61.6,96.3,139.8,9962,33189,253141
TWIN LAKE CAMPGROUND,USFS,   NaN,39.1208333,-111.6005556,3,6,10,9.2,25,47.5,2,2,3,143.5,172.2,217.4,63,162,1463
TWIN LAKES (PA),USFS,   NaN,41.6122222,-78.7608333,3,5,8,12,38,124,2,3,3,23.6,25.7,143,1887,5492,45687
TWIN LAKES (SC),USACE,   NaN,34.6280556,-82.8655556,2,4,6,5,28,102,2,3,4,31.6,52.7,144.7,34302,124496,525750
TWIN LAKES (WI),USFS,54451,45.9547222,-90.0722222,2,3,5,8,22.5,62,2,3,3,43.9,217.2,334.2,338,1017,3713
TWIN LAKES CABIN (AK),USFS,   NaN,56.6975,-132.2672222,3,4,4,1,4,23,1,2,3,53,59.5,59.5,171,427,1679
TWIN LAKES CABIN (MT),USFS,59761,45.41,-113.6830556,2,3,4,9,39.5,108,1,2,3,126.2,176.3,217.3,406,826,2427
TWIN LAKES CAMPGROUND,USFS,94301,37.6158333,-119.0069444,2,4,6,18,77,170,2,3,4,364.5,411,449.3,14390,47275,196230
TWIN LAKES DAY USE AREA,USACE,30643,34.7808333,-83.1061111,30,36,50.8,10,22,46,NaN,NaN,NaN,28.8,39.6,58.7,299,0,0
TWIN POINTS,USACE,   NaN,36.3841667,-96.2177778,2,4,8,0,6,25,2,2,3,31.9,41.5,66,8539,26370,146213
TWO COLOR GUARD STATION,USFS,97814,45.0502778,-117.4355556,3,4,6,88,157.5,181,2,3,5,67.8,267.3,422.2,250,919,4163
TWO LAKES,USFS,   NaN,46.2922222,-91.1933333,2,4,5,16,43,130,2,3,4,121.6,195,249,3316,12755,54488
TWO RIVERS,NPS,63965,37.1938889,-91.2827778,15,20,20,26,51,107,1,2,2,179.1,317.8,420.1,284,566,11075
TWOGOOD CABIN,USFS,   NaN,45.7577778,-114.0441667,2,3,4,9,26.5,63.5,1,2,2,60.7,122.3,171.4,200,354,1057
TYEE CAMPGROUND,USFS,   NaN,43.8819444,-124.1216667,2,4,6,7,16,35,2,3,3,83,114.6,212.9,562,1539,6461
TYEE CAMPGROUND (UMPQUA RIVER),BLM,   NaN,43.485025,-123.4842667,2.8,5,10.3,71,71,122,4.8,13,13,28.3,29.1,29.8,3,28,225
TYEE PAVILION,BLM,   NaN,43.4852778,-123.4844444,40,50,50,19,44.5,87,NaN,NaN,NaN,28.3,29.8,52.7,42,0,0
TYLER BEND CAMPGROUND,NPS,   NaN,35.9866667,-92.7638889,10,14,25,18,51,112,1,2,2,90.3,135.3,268.6,1334,1955,27442
Takhlakh Lake Campground ,USFS,   NaN,46.2808333,-121.5986111,2,4,6,14,53,154,2,2,3,112.5,128.8,161.4,3896,10096,43514
The Dalles Campground,USFS,   NaN,47.0783333,-121.5830556,2,4,5,11,26,66,2,2,3,53.1,70.1,88.9,2977,7036,27643
Tinkham Campground,USFS,   NaN,47.4058333,-121.5816667,2,4,6,8,17,36,2,2,3,48.6,60.8,69.4,3328,7598,33009
Tower Rock Campground ,USFS,   NaN,46.445,-121.8680556,2,4,5,5,11,24,2,2,3,103.1,125.2,143.7,814,1957,7524
Trapper Creek Campground,USFS,   NaN,43.5825,-122.045,2,4,5,12,28,82.5,2,3,4,105,163.1,215.6,1780,6125,23355
Troublesome Campground,USFS,   NaN,47.8977778,-121.4025,2,4,5,12,30,63,2,2,3,64.2,72.7,78,765,1755,7472
Trout Pond Recreation Area,USFS,   NaN,38.9527778,-78.7347222,3,4,7,13,29,74,2,2,3,41.9,86.3,139.4,5247,14684,70569
Tulalip Group Camp,USFS,   NaN,48.0733333,-121.59,20,25,40,91.5,180,302,2,3,3,50.5,55.3,69.5,171,451,13653
Turlo Campground,USFS,   NaN,48.0955556,-121.7902778,2,4,5,10,25,74,2,2,3,33.3,46.9,63.4,1828,4512,18291
UINTA RIVER GROUP,USFS,   NaN,40.5161111,-110.0372222,50,100,150,220,353,362,2,3,4,30.9,33.2,164.9,139,446,44264
UMPQUA SAND CAMPING,USFS,97467,43.6313889,-124.2119444,6,15,20,17,48.5,137,2,3,4,181.9,238.9,314.4,1914,6576,98376
UNION CREEK CAMPGROUND,USFS,   NaN,44.6969444,-118.0186111,2,3,5,15,47,130,2,3,4,147.6,180,353.9,3473,11437,70578
UNION CREEK CAMPGROUND - ROGUE RIVER,USFS,   NaN,42.9102778,-122.45,2,3,5,6,17,39,2,2,3,80.4,162.4,510.7,1225,3189,10722
UNION FLAT,USFS,   NaN,39.5675,-120.7447222,2,4,6,11,30,73,2,2,3,135.8,231.3,257.5,1226,3184,14226
UNION GROVE,USACE,   NaN,31.0083333,-97.6211111,3,4,7,0,5,22,2,2,4,12.1,38,83,8895,29666,132911
UNION VILLAGE DAM PICNIC AREA (VT),USACE,   NaN,43.7903,-72.2559222,40,53,65,41.5,119.5,166.5,NaN,NaN,NaN,10,17,26.7,20,0,0
UP UP LOOKOUT,USFS,   NaN,47.3322222,-115.3433333,2,2,4,35.5,95,163,1,1,2,113.8,147.1,528.9,427,669,1860
UPPER ARCADIA,USFS,   NaN,32.6494444,-109.8186111,25,40,65,13,34,66.5,2,2,3,36.7,47.8,133.2,69,169,7489
UPPER BILLY CREEK CG,USFS,94301,37.2380556,-119.2277778,3,4,6,4,18,48,2,2,3,69.2,118.4,318.7,4265,12020,55664
UPPER COFFEE POT,USFS,   NaN,44.4911111,-111.3661111,2,4,6,73,177,181,2,4,7,129.7,315.2,401.6,2591,10688,51654
UPPER CROSSING GUARD STATION,USFS,   NaN,38.1388889,-106.4561111,2,4,6,17,55,142,2,3,3,102.2,210.7,341.7,286,879,3815
UPPER FIR GROUP AREA,USFS,   NaN,32.9583333,-105.7330556,30,40,50,85.5,217,355.8,2,3,3,122.4,143.7,272,191,511,21986
UPPER FORD CABIN RENTAL,USFS,59923,48.9065194,-115.6611944,2,4,8,21,62,133,2,2,3,64.8,163.3,373.6,580,1472,7858
UPPER GOODELL GROUP CAMPGROUND,NPS,   NaN,48.6733333,-121.2658333,10,20,30,36,115,206,2,2,3,95.5,136.2,157.5,181,426,8294
UPPER HOSPITAL FLAT GROUP SITE,USFS,   NaN,32.6669444,-109.8744444,25,25,45,19,59,156,2,3,5,41.2,99.6,111.1,106,422,12182
UPPER LITTLE TRUCKEE,USFS,   NaN,39.4908333,-120.2438889,2,4,6,5,10,23,2,2,3,48.1,137.6,267.1,558,1387,6353
UPPER NARROWS,USFS,   NaN,40.4916667,-112.5908333,20,30,50,19,37,78.5,1,2,2,48.4,54.9,67.4,113,211,6056
UPPER OSO CAMPGROUND,USFS,91355,34.5558333,-119.7538889,2,5,8,9,20,45,2,2,3,81.6,145.2,197,3305,7585,39537
UPPER PARADISE LAKE CABIN,USFS,   NaN,60.3680556,-149.0122222,2,3,4,24.2,99,153.5,1.3,2,4,98.1,106.5,3392.3,171,498,1658
UPPER PAYETTE LAKE CAMPGROUND,USFS,83638,45.1225,-116.0288889,2,4,8,18,63,162,2,3,4,162.4,167.3,175.1,1312,4220,29166
UPPER PINES,NPS,95389,37.7361111,-119.5625,2,4,6,4,68,133,1,2,3,217.7,350.1,477.3,201174,488260,2026047
UPPER RUSSIAN LAKE CABIN,USFS,   NaN,60.3547222,-149.8836111,2,3,4,12.2,88,165,1,1,2,59.7,93.2,113.6,775,1322,4890
UPPER SAGE FLAT,USFS,   NaN,37.1258333,-118.4338889,2,4,6,21,72,163,2,3,4,321.7,354.5,384.5,2939,10166,39373
UPPER STAMP CREEK CG,USACE,30120,34.2027778,-84.6766667,5,8,60,1,23,78,2,2,3,15.5,23,35.8,3625,3520,17551
UPPER STILLWATER,USFS,   NaN,40.5605556,-110.6997222,4,8,8,12,30.5,106,2,3,3,40.2,101.2,111.8,762,2052,18984
UPPER STONY CREEK CAMPGROUND,USFS,94301,36.6647222,-118.8316667,2,4,6,15,38,81,2,2,3,273.3,315.4,382,2104,5444,23492
UPPER TWILIGHT GROUP SITE,USFS,   NaN,32.6444444,-109.8258333,25,40,50,24.8,59,105.2,2,2,3,23.8,37.5,100,93,235,8581
UPPER WOLF CREEK GROUP,USFS,86313,34.4552778,-112.4533333,25,45,75,74.8,169,313,1,2,3,90.7,100.7,117.1,321,684,29921
VALLECITO CAMPGROUND,USFS,91355,37.4775,-107.5466667,2,4,5,10,25,64,2,3,4,92.7,270.6,571.3,2172,7251,27412
VAN HOOK GLADE,USFS,   NaN,35.0772222,-83.2463889,2,3,4,11,26,55,2,2,3,152.4,257.8,565.4,1851,5406,18388
VAN PUGH SOUTH CAMPGROUND,USACE,   NaN,34.1844444,-83.9905556,3,5,8,0,6,28,2,2,3,16.3,26.9,42.6,5023,11688,59250
VAN VLECK BUNKHOUSE,USFS,   NaN,38.9291667,-120.325,4,5,6,89.2,170,181,2,2,3,70.7,108.8,210.5,443,1038,4935
VENANGO PARK,USACE,   NaN,38.6330556,-97.9875,2,3,5,0,0,13,1,2,3,37.5,55.4,89.9,13316,31826,128407
VERMILLION,USFS,94301,37.3791667,-119.0097222,2,4,6,7,16,40,2,3,3,220.1,288.2,376.9,2280,6458,27063
VETERANS LAKE PAVILION,NPS,   NaN,34.4288889,-96.9897222,30,40,50,16,34,74,1,1,1,6.6,48.8,119,175,1,55
VICTORIA CAMPGROUND,USACE,30120,34.1513889,-84.6194444,2,4,7,0,0,12,2,3,4,15.3,21.2,36.2,14573,51422,242099
VIGILANTE CABIN,USFS,59858,45.0175,-111.9627778,2,4,6,16,70,156,2,2,3,108.5,168.5,350,504,1323,5593
VINEY CREEK,USACE,   NaN,36.5661111,-93.6758333,2,4,6,0,4,32,2,2,3,32.5,50.6,87,3170,9224,41382
VIOLA,USACE,   NaN,36.5616667,-93.5947222,2,4,7,0,8,41,2,3,4,37,63.3,208.3,5148,17064,78051
VIRGIL POINT,USACE,   NaN,34.0355556,-95.3686111,1,2,3,0,0,6,2,4,7,28.7,42.3,101.8,2526,14261,30189
VIRGINIA LAKE CABIN,USFS,   NaN,56.4822222,-132.1430556,2,4,4,6,30,138,2,2,3.7,34.4,34.4,1111.1,239,713,2809
Verlot Campground,USFS,   NaN,48.0916667,-121.7847222,2,4,6,11,33,94,2,2,3,37.2,52.2,64.8,2518,5869,26023
Voyageurs National Park Camping Permits,NPS,   NaN,48.58432,-93.161736,1,1,1,5,29,114,NaN,NaN,NaN,206.8,380.4,418.4,4401,0,0
W.P. FRANKLIN N,USACE,34997,26.7241667,-81.6927778,2,2,2,1,19,122,2,3,5,33.9,127.9,1268,17536,72108,150889
WAITSBORO CAMPGROUND,USACE,   NaN,37.0036111,-84.6230556,2,3,6,0,9,51,2,3,4,27.8,90.6,236.5,4772,15866,58357
WAKALUMI RECREATION AREA,USACE,   NaN,37.1247222,-119.8972222,29,50,50.8,12.2,20,32,1,2,3,22.6,54,171.7,7,14,905
WALDE LOOKOUT CABIN,USFS,   NaN,46.2352778,-115.6352778,2,2,3,3,8.5,17,1.5,2,2.5,67.9,131.1,352.6,4,8,20
WALKER CABIN,USFS,   NaN,45.7266667,-115.5319444,2,3,4,10,24,94.8,2,2,4,117.1,220.9,294.7,211,768,2258
WALL CREEK CABIN,USFS,59858,45.0178111,-111.72135,2,3,4,5,23.5,98,1,2,3,95.1,170.8,357.8,284,722,2266
WALLACE CREEK,USACE,38927,34.1611111,-89.8916667,2,2,4,5,17,57,2,3,6,61.8,88.5,122.5,6053,29639,91611
WALLACE LAKE A-FRAME,USFS,   NaN,45.2475,-114.0058333,2,4,5,9.2,48,100.8,2,2,3,140.1,250.5,348.6,107,257,951
WALLASHUCK,USACE,   NaN,41.4,-92.9943667,2,3,4,0,7,92,2,3,4,28.7,50.2,93.8,14103,51801,167035
WALNUT RIDGE RECREATION AREA,USACE,50131,41.7297222,-93.7211111,35,60,100,17,36,87,1.2,2,2,6.9,12.2,19.6,318,12,948
WALTON LAKE,USFS,97754,44.4330556,-120.3366667,2,4,6,14,38,109,2,3,3,75.8,179.2,223.9,1665,4969,26954
WANAKI LOOP,USFS,56630,47.3786111,-94.5213889,3,4,6,10,27,66,2,3,3,43.9,159.4,203.1,734,2202,10139
WAPITI CABIN,USFS,   NaN,45.04,-111.2858333,2,4,4,11,37,84.5,1,2,3,69,74.8,301.9,600,1312,4256
WAPITI CAMPGROUND,USFS,   NaN,44.4661111,-109.6236111,2,3,4,7,22,72,2,2,3,10.2,139.5,1144.1,3326,9938,33794
WAR EAGLE CAMPGROUND,USACE,   NaN,36.2184194,-94.0159111,2,4,6,0,0,8,1,2,3,11.8,28.7,43.4,1278,3273,16501
WARD MTN. CAMPGROUND (MURRAY SUMMIT),USFS,   NaN,39.2124528,-114.9675889,2,5,10,13.8,38,101,1,2,3,21.2,328.1,571.1,729,1614,12574
WARM LAKE,USFS,   NaN,44.6522222,-115.6555556,3,4,8,14,40,88,2,2,3,124,127.1,136.9,886,2198,11412
WARM RIVER,USFS,   NaN,44.12,-111.3136111,4,6,8,23,88,172,2,2,3,79.3,109.1,351.4,2458,6474,84037
WARM RIVER CABIN,USFS,83420,44.2058333,-111.2513889,5,10,12,42,113.5,174,2,2,3,67.9,100.9,283.9,510,1290,10740
WARM SPRINGS,USFS,59871,45.6305556,-114.3019444,2,2,4,14.2,21,62,2,2,4,151,265.5,757.7,23,78,223
WARM SPRINGS GUARD STATION,USFS,   NaN,44.1368611,-115.3229111,2,4,6,17,59,131,1,2,2,90.9,96.4,111.6,703,1458,5763
WARM SPRINGS REC AREA,USACE,   NaN,38.7177778,-122.9991667,41,51,75,17,37,84,1,1,2,10.6,15.2,32,1445,18,887
WARNER LAKE,USFS,   NaN,38.5177778,-109.2738889,2,4,5,14,33,75,1,2,3,331.7,597.3,1476.2,2385,5138,29524
WARNER MOUNTAIN LOOKOUT,USFS,97463,43.5434306,-122.3663833,2,2,4,52,107,169,1,2,2,89.1,170.1,222.4,625,1222,3479
WARRIOR CREEK,USACE,   NaN,36.1105556,-81.3094444,2,3,5,0,6,31,2,2,3,26.3,52.1,114.7,12196,35148,130006
WARTRACE CK REC AREA,USACE,   NaN,36.3605556,-85.7758333,30,45,50,38.5,64.5,84.5,NaN,NaN,NaN,13.4,17.7,24.6,20,0,0
WASH CREEK HORSE CAMP,USFS,   NaN,35.4261111,-82.6655556,6,10,20,14,34,60.8,2,2,3,16.6,47.1,104.3,47,124,1698
WASHINGTON COVE,USACE,   NaN,36.9076306,-95.9374889,2,3,5,0,0,8,2,3,4,18,22.8,35.4,14290,50819,172407
WASHINGTON IRVING SOUTH,USACE,74063,36.1985333,-96.2590278,1,3,6,0,0,9,2,2,4,21.1,35.4,118,6112,21253,78456
WASHINGTON LAKE,USFS,   NaN,40.6716667,-110.9716667,3,6,10,56.8,173,181,2,3,3,75.4,84.6,95.8,2009,5852,66708
WASHUNGA BAY,USACE,   NaN,36.79215,-96.84535,2,4,8,9,25,89,2,3,4,34.1,52.2,104.7,2697,10728,46677
WATAUGA POINT RECREATION AREA,USFS,   NaN,36.3208333,-82.0855556,1,25,38.8,24.2,54,115.5,1,1,1,5.9,15.2,26.5,59,1,1
WATCHMAN CAMPGROUND,NPS,   NaN,37.1986111,-112.9863889,2,2,4,2,34,105,1,2,2,440.7,651.3,1673,182201,367191,1322529
WATER VALLEY LANDING,USACE,   NaN,34.1430556,-89.7638889,2,3,4,4,11,23,3,3,6,13.8,75,125.3,292,1388,4737
WATERCRESS,USFS,   NaN,37.0019444,-91.0186111,35,50,75,24,61,134,NaN,NaN,NaN,7.1,17.7,102.6,190,0,0
WATERVILLE CAMPGROUND,USFS,   NaN,43.9419444,-71.5091667,2,4,6,11,20.5,43,2,2,3,129.1,176.4,219.4,1590,4047,17104
WATSADLER,USACE,   NaN,34.3438889,-82.8413889,2,4,8,3,17,67,2,3,4,24.9,48.7,98.4,17381,63842,313859
WAVELAND PARK,USACE,   NaN,35.1075,-93.6580556,1,2,4,0,0,8,2,3,6,25.3,49.9,74.3,8526,41256,123401
WAWONA,NPS,95389,37.5730556,-119.665,2,4,6,3,49,128,1,2,3,230.2,411.8,584.2,56477,115912,496661
WAX,USACE,   NaN,37.3416667,-86.1291667,3,5,6,0,5,28,2,2,3,45.2,83.9,103.2,11959,31919,143020
WAXAHACHIE CK,USACE,   NaN,32.2930556,-96.6938889,1,3,5,0,1,18,1,2,3,15.7,32.7,79.9,9605,25300,109870
WAXMYRTLE CAMPGROUND,USFS,97467,43.8752778,-124.1441667,2,4,6,7,16,38,2,3,3,93.5,189.7,339.3,1350,4025,16510
WEBB MTN. LOOKOUT RENTAL,USFS,   NaN,48.8458333,-115.3583333,2,3,4,20,72,150.2,1,1,2,53.2,141.4,359.8,417,687,2164
WELDON ISLAND,USACE,30643,34.4844444,-82.8777778,25.5,44,48,8,18.5,40.5,NaN,NaN,NaN,4.5,35.2,62.1,32,0,0
WENATCHEE GUARD STATION,USFS,99347,46.125,-117.375,2,2,4,9,30,83.3,2,2,4,144,386.5,419.2,257,772,2263
WENCH CREEK,USFS,   NaN,38.8902778,-120.3772222,30,49,50,202.5,339,365,2,3,4,78.3,98.6,156.4,352,1201,49882
WEST ASHTABULA CROSSING,USACE,   NaN,47.1605556,-98.0102778,2,3,5,0,4,38,2,2,3,27.2,79.5,96.5,1938,4939,19587
WEST BOULDER CABIN,USFS,   NaN,45.5475,-110.3077778,3,4,5,24,65,140,1,2,2,49.8,70.9,150.6,896,1877,7239
WEST BRIDGER CABIN,USFS,   NaN,45.6272222,-109.8275,2,4,4,10,26,77,1,2,3,85.6,107.3,151.1,581,1244,3886
WEST CHICAGO CREEK,USFS,   NaN,39.6790389,-105.6574194,2,4,5,18,51,122,2,2,2,51.3,63.2,78.4,1537,3342,12765
WEST DAM,USACE,   NaN,33.6608333,-82.1997222,6,6,60,7,15.5,45,1,1.5,2,17.8,22.2,34.4,440,3,16
WEST DOLORES CAMPGROUND,USFS,91355,37.6597222,-108.2761111,2,2,4,10,30,98,2,3,5,133.2,399.5,599.7,673,2882,9033
WEST EAGLE CAMPGROUND,USFS,   NaN,40.5486111,-120.7813889,30,50,75,148,307,361,3,4,6,127.8,160.9,311.8,198,866,47030
WEST FORK BUTTE LOOKOUT,USFS,   NaN,46.7336111,-114.4002778,2,2,4,10,30,67.7,1,1,2,32.5,49.5,256.1,963,1376,3820
WEST FORK CABIN (S OF ENNIS),USFS,59858,44.8038889,-111.8891667,2,3,4,5,20,98.2,1,2,3,121.9,192.6,302.7,185,581,1742
WEST FORK CABIN (W OF CHOTEAU),USFS,   NaN,47.9638889,-112.8072222,2,4,6,11.8,41,82.2,1,2,3,91.6,143.6,180.3,209,452,1760
WEST FORK CAMPGROUND,USFS,91355,37.4447222,-106.9030556,2,3,5,9,22,66,2,3,4,236.2,299.4,690.6,664,2390,8892
WEST FORK OF ROCK CREEK CABIN,USFS,59858,46.2291667,-113.5708333,2,3,4,7,21,78.5,1,2,3,77.7,95.2,255.8,547,1305,4033
WEST HILL PARK,USACE,   NaN,42.1119444,-71.6033333,30,40,70,22.5,42,75.5,NaN,NaN,NaN,6.4,10,24.8,264,0,0
WEST LAKE,USFS,   NaN,40.7887028,-105.5684639,2,4,5,39,159,181,2,3,3,58.6,96.5,117.9,4899,14244,57830
WEST POINT CABIN,USFS,   NaN,57.0077778,-133.3322222,3,4,5,10,86,180,2,3,5,35.2,35.2,1977.5,266,908,3471
WEST ROLLING HILLS,USACE,   NaN,39.075,-96.9233333,1,2,4,0,2,39,2,2,4,34.2,69.6,172.9,9293,29148,85391
WEST SOUTH TWIN CAMPGROUND,USFS,   NaN,44.1363889,-123.0647222,2,4,6,8,21.5,48,2,3,4,90.3,145,158.8,138,497,1734
WEST SULLIVAN,USFS,   NaN,48.8613889,-117.2883333,3,4,7,16,64,160,2,3,4,115.2,130.2,137.3,599,2085,10614
WEST SWAN LAKE CABIN,USFS,   NaN,60.6330556,-149.8822222,2,3,4,4,20,97.5,1,1,2,53.2,65,95.3,249,507,1772
WEST TENSLEEP LAKE,USFS,   NaN,44.2583333,-107.2158333,2,4,5,15.5,41.5,119,2,2,3,148.1,352.2,1153.3,1244,3541,14659
WESTCLIFF,USACE,   NaN,31.1216667,-97.5191667,3,4,7,0,5,34,2,2,4,10.9,27.9,69.7,6966,24790,111406
WESTLAKE DAY USE,USACE,75057,33.1055556,-97,1,51,100,9,24,44,NaN,NaN,NaN,9.6,19.8,28.8,585,0,0
WESTVILLE RECREATION AREA,USACE,   NaN,42.0727778,-72.0627778,50,50,80,38,68.5,136,NaN,NaN,NaN,1.7,5.7,28.9,94,0,0
WHEATLAND PARK,USACE,   NaN,37.8755556,-93.3744444,2,3,5,1,20,95,2,2,3,69.9,117.1,154.9,9198,26745,106053
WHEELER GORGE,USFS,91355,34.5119444,-119.2736111,3,5,8,10,22,48,2,2,3,62.1,96,122.6,10549,23217,130389
WHEER - Easter,NPS,   NaN,38.8977,-77.0366,1,1,1,38,39,39,NaN,NaN,NaN,16.1,36,241.3,2850,0,0
WHETSTONE HORSE CAMP,USFS,   NaN,34.8647667,-83.2251861,2,2,4,6,20,50,2,2,3,59.6,96.6,193.8,1532,4103,13607
WHISKY CAMP GUARD STATION,USFS,97484,42.9125,-122.7344444,2,4,6,14,50,131,2,2,3,78.1,176.9,291.3,630,1558,6615
WHISPERING FALLS CAMPGROUND,USFS,   NaN,44.6877917,-122.0093528,2,3,6,9,18,36.5,2,2,3,87,101.1,113.7,127,290,1254
WHISPERING PINE HORSE CAMPGROUND,USFS,   NaN,44.1363889,-123.0647222,1.2,2,2.8,4.2,5,15.5,2.5,4,5.5,120.1,144.8,150.3,3,12,26
WHITE BRIDGE,USFS,   NaN,37.7466667,-112.5855556,2,4,6,13,33,79,2,3,3,285.5,293.7,423,1344,4081,17240
WHITE CLIFFS PARK,USACE,   NaN,33.765,-94.0586111,2,3,4,1,8,37,2,4,7,10.7,33,78.7,821,4234,12570
WHITE CLOUD,USFS,   NaN,39.3205556,-120.8452778,2,4,6,6,13,26,2,2,3,96.3,191,221.8,814,1775,7292
WHITE EARTH GROUP USE SHELTER,BOR,   NaN,46.521075,-111.5878778,20,30,45,20,33,102,1,2,2.8,34.8,67.6,108.3,27,54,1680
WHITE FLINT PARK,USACE,   NaN,31.2311111,-97.4722222,3,5,8,0,2,15,1,2,3,20.9,32.5,58.7,7206,20434,100415
WHITE HORSE LAKE Campground,USFS,   NaN,35.1152778,-112.0172222,3,4,8,8,22,49,2,2,3,151.7,172.4,198.9,5760,16049,96274
WHITE LEDGE CAMPGROUND,USFS,   NaN,43.9544444,-71.2138889,2,4,6,10,16,31,2,2,3,133.9,176.9,236.8,1051,2562,10707
WHITE OAK (CREEK) CAMPGROUND,USACE,39851,31.7761222,-85.1541556,2,3,5,0,0,28,2,3,5,61.8,81.6,147.4,32207,126713,460722
WHITE PINE NORTH GROUP CAMP,USFS,   NaN,35.2919444,-82.7386111,16,25,25,49,126,355.2,2,2,3,32.8,42.9,181.1,409,868,17993
WHITE PINE SOUTH GROUP CAMP,USFS,   NaN,35.2919444,-82.7386111,20,25,25,63,169.5,357,2,2,3,32.8,36.9,188.1,442,1030,22948
WHITE RIVER,USFS,94301,35.8458333,-118.6347222,3,5,6,6,17,38,2,2,3,87.3,199.3,234.4,534,1232,5664
